id,review_scores_rating,price,dist_nettuno,dist_fiera
42196,0.072,0.005905905905905906,0.11120692657008195,0.2803358963214238
46352,0.06999999999999999,0.002002002002002002,0.0664011372225306,0.29326770589824613
59697,0.078,0.004104104104104104,0.06867783542636628,0.2842458914328004
85368,0.018,0.011711711711711712,0.21263931078415507,0.31705930776730873
145779,0.024,0.004104104104104104,0.039973822579356715,0.26934869258691313
209692,0.06,0.0026026026026026027,0.2678433533316811,0.2729406109062387
219878,0.028000000000000004,0.007607607607607607,0.11529842874026798,0.23459970668259458
229114,0.036,0.005705705705705706,0.1946674259074532,0.13051178736566452
233922,0.148,0.007107107107107107,0.10524326771226142,0.3042196681700012
246747,0.054000000000000006,0.005905905905905906,0.03052803421499487,0.21678650270049002
266777,0.028000000000000004,0.006606606606606606,0.08234724205101525,0.2921978112340747
286691,0.136,0.004704704704704705,0.32057815639677434,0.35229805964120575
293536,0.048,0.02112112112112112,0.08838361596617829,0.17909621009695015
306910,0.01,0.007107107107107107,0.018726687655031576,0.21751030812785602
372605,0.062,0.005105105105105105,0.19634601716075356,0.3478061285807359
373095,0.064,0.006006006006006006,0.10602981931844485,0.29441711976043033
374090,0.034,0.011111111111111112,0.10081379414879345,0.30311814655207464
374610,0.12,0.002302302302302302,0.1133801850444586,0.19674133941052782
376826,0.026000000000000002,0.008108108108108109,0.05512211008854851,0.2659926209798753
383256,0.08199999999999999,0.003103103103103103,0.07623610476703531,0.20167785507806887
411523,0.028000000000000004,0.008108108108108109,0.09499658956139508,0.18699210500871546
434796,0.072,0.00910910910910911,0.44132406950330494,0.1380380987321206
442819,0.05,0.0025025025025025025,0.2042033399766902,0.38405513572029476
447120,0.11200000000000002,0.004004004004004004,0.4387677767832088,0.40901060948754386
496906,0.2,0.005105105105105105,0.0599571493239548,0.2886266763415024
524880,0.052000000000000005,0.004904904904904905,0.11032103185738838,0.22866558653089367
529982,0.05,0.003303303303303303,0.019126108392546606,0.25218881110666325
556818,0.016,0.011111111111111112,0.04778403423138137,0.19180301648848644
570880,0.052000000000000005,0.008708708708708709,0.05709668234990486,0.2861724247301091
648513,0.066,0.005405405405405406,0.010426929560616706,0.24445827998167444
659024,0.10600000000000001,0.007107107107107107,0.06483315478884982,0.29315475249197803
659045,0.5,0.004104104104104104,0.21109590808816756,0.3725899131704575
670610,0.11599999999999999,0.007607607607607607,0.13604167904188183,0.26261305506433374
670725,0.0,0.006606606606606606,0.3904347950766786,0.39344653373104976
690226,0.016,0.00910910910910911,0.09272706044771993,0.21949557719642415
708145,0.066,0.14214214214214213,0.41230564084496946,0.5168449673835743
715819,0.046,0.007107107107107107,0.31750876165233194,0.35347458232089424
724304,0.128,0.01011011011011011,0.06879151671319748,0.199095288397155
728099,0.11000000000000001,0.004204204204204204,0.5477133674855134,0.6155635335801439
732204,0.041999999999999996,0.0036036036036036037,0.0393367977108071,0.21612414392613388
742415,0.06999999999999999,0.016716716716716717,0.20939068878569952,0.04996245428775648
749324,0.03,0.005905905905905906,0.054324292769255676,0.2655932177353113
793706,0.062,0.0013013013013013013,0.07600054894747515,0.2894778932111388
804596,0.018,0.006906906906906907,0.050882105336465894,0.2309617033735116
813260,0.066,0.011111111111111112,0.21325585253796037,0.30552269866471
823379,0.044,0.006106106106106106,0.24266755699938758,0.0863108604248313
838885,0.0,0.005305305305305305,0.19754530352903585,0.39444233096070935
840951,0.054000000000000006,0.008208208208208207,0.08733590464700426,0.2984825387588318
840988,0.064,0.0014014014014014013,0.19004541106538828,0.2121409550074956
842573,0.014000000000000002,0.005605605605605605,0.0897477914081527,0.25658766856036813
860436,0.1,0.005005005005005005,0.1797731290210915,0.13107384351525458
884148,0.041999999999999996,0.003703703703703704,0.06290979031435437,0.18699481589046593
892817,0.057999999999999996,0.005705705705705706,0.08861507516278956,0.3129098514346438
892847,0.018,0.00960960960960961,0.09313569858686992,0.31404390363357554
943565,0.16399999999999998,0.005005005005005005,0.04267554541413786,0.19635277969296552
944794,0.044,0.0035035035035035035,0.5258599323647551,0.6009066995827952
952460,0.064,0.004804804804804805,0.0956694598807473,0.2606829072580244
961864,0.041999999999999996,0.00910910910910911,0.04215015352094501,0.2708378702951518
967017,0.006,0.007107107107107107,0.060831778323539,0.2755846242401624
967061,0.04,0.004104104104104104,0.046573482149989666,0.19805250255048792
978836,0.05,0.012112112112112113,0.08708088986843697,0.25560542573946077
978945,0.0,0.005705705705705706,0.09371127411118645,0.316324658812941
979026,0.08,0.005705705705705706,0.09313569858686992,0.31404390363357554
981083,0.0,0.011111111111111112,0.3906252880438011,0.38264186270106826
981727,0.048,0.005605605605605605,0.12646684705463052,0.33640596719290905
993645,0.014000000000000002,0.00950950950950951,0.205597215935044,0.41017628864023065
1002365,0.057999999999999996,0.008108108108108109,0.9576122423480203,0.9236733170620186
1007486,0.2,0.005905905905905906,0.9529431163420434,0.919987421508678
1013831,0.041999999999999996,0.0034034034034034033,0.2500343092171968,0.1897770841936618
1022814,0.0,0.008008008008008008,0.10170993041885922,0.1952874031650448
1022914,0.064,0.006206206206206206,0.18377245717492788,0.3665572976484907
1023596,0.03,0.008108108108108109,0.08289721368190134,0.2882616109324439
1029853,0.044,0.005105105105105105,0.24863736079163143,0.20551284912768344
1076605,0.024,0.0025025025025025025,0.2388966155749508,0.08067764814742859
1105477,0.022,0.003303303303303303,0.3963288113443683,0.5429977472572654
1116883,0.10600000000000001,0.0018018018018018018,0.6159805164612552,0.6553041564142624
1142503,0.062,0.004104104104104104,0.08147773383011715,0.29606172135569386
1149912,0.136,0.0017017017017017016,0.6141831231424376,0.6657645454619386
1175984,0.09,0.006006006006006006,0.09709713297842924,0.1577742215025333
1181594,0.086,0.004204204204204204,0.05144436683619859,0.2262366364825044
1189302,0.03,0.004104104104104104,0.046573482149989666,0.19805250255048792
1199947,0.03,0.0036036036036036037,0.046573482149989666,0.19805250255048792
1207685,0.05,0.002902902902902903,0.08260328098531976,0.2911161694156514
1214730,0.05,0.004004004004004004,0.11717775451806303,0.1993690874539489
1222983,0.16,0.03913913913913914,0.06334403234693481,0.2407633481558323
1228143,0.028000000000000004,0.005605605605605605,0.10002519423113557,0.30628807094558264
1250727,0.126,0.03913913913913914,0.070400465376367,0.236181054370348
1250790,0.044,0.03913913913913914,0.057341455571099965,0.23932567720085193
1364242,0.05600000000000001,0.003003003003003003,0.4175913086047517,0.5328391697111374
1391869,0.01,0.005605605605605605,0.09465452154516425,0.3194141603811861
1408005,0.036,0.006406406406406407,0.0529795762862884,0.1992787247289344
1435627,0.06,0.004704704704704705,0.05656719383376314,0.28111120850204807
1451862,0.05,0.01961961961961962,0.20380801586212405,0.40462801732434156
1470008,0.05600000000000001,0.006106106106106106,0.08755302566329447,0.31124446641262693
1491202,0.04,0.00910910910910911,0.20685283086887327,0.1603793788647008
1496752,0.038,0.009209209209209208,0.07707796078302852,0.19997542133879606
1538460,0.02,0.003703703703703704,0.060080048012420964,0.18569268902300723
1571942,0.026000000000000002,0.0024024024024024023,0.27207721314934036,0.21859466082802978
1577979,0.048,0.0019019019019019018,0.07776516928270182,0.30208349335065887
1588677,0.10600000000000001,0.004704704704704705,0.08862531672016175,0.29727167824363776
1676504,0.146,0.005105105105105105,0.024150616439338232,0.22427486172244004
1693874,0.088,0.0026026026026026027,0.07151269850698577,0.17645852215377747
1702612,0.05,0.004104104104104104,0.17685018854707124,0.2618540081742121
1704805,0.05,0.007107107107107107,0.1717795934921048,0.2811925349545611
1739565,0.012,0.007007007007007007,0.0366432681219237,0.2129822319773804
1744706,0.12,0.0024024024024024023,0.14306533908772306,0.35968792329288996
1782703,0.012,0.00850850850850851,0.08164057459233481,0.16542794431125982
1791860,0.041999999999999996,0.007707707707707708,0.30827292521409977,0.04381236722327093
1863235,0.01,0.008108108108108109,0.40241332057918056,0.3464967726952761
1872453,0.0,0.012112112112112113,0.2775349390729752,0.0894283744378309
1929841,0.044,0.007107107107107107,0.09263795889858197,0.288649267022756
1942540,0.008,0.005105105105105105,0.06635402605861859,0.1921355513165397
1949394,0.01,0.002102102102102102,0.06742119633679977,0.17744437948368547
